M,5,5,5
R,10,10,10
Vs30,1000,620,800
Kappa0 (sec),-,-,-
Duration (sec),5,5,5
Region,WNA,WNA,WNA
Per (sec),PSA (g),PSA (g),PSA (g)
0.01,0.088917434,0.107864588,0.097935401
0.011,0.089166559,0.108157001,0.098208055
0.012,0.089394599,0.108424664,0.09845762
0.013,0.089604869,0.108671427,0.098687746
0.014,0.089800023,0.10890042,0.098901317
0.015,0.08998204,0.109114051,0.09910053
0.016,0.090152688,0.109314293,0.099287294
0.017,0.090313286,0.109502703,0.099463046
0.018,0.09046492,0.109680615,0.099628992
0.019,0.090608634,0.109849192,0.099786267
0.02,0.090745136,0.110009335,0.099935643
0.021,0.09148144,0.110827796,0.100703172
0.022,0.092187725,0.111611612,0.101438589
0.023,0.092866443,0.112363666,0.102144547
0.024,0.093519837,0.113086596,0.102823459
0.025,0.09414985,0.113782622,0.103477478
0.026,0.094758175,0.114453755,0.104108296
0.027,0.095346369,0.115101852,0.104717724
0.028,0.095915847,0.11572846,0.105307214
0.029,0.0964678,0.116335019,0.105878063
0.03,0.097003311,0.116922826,0.106431469
0.031,0.098362572,0.118421681,0.107832007
0.032,0.099691793,0.119884275,0.109199494
0.033,0.10099256,0.121312596,0.110535726
0.034,0.102266423,0.122708634,0.111842431
0.035,0.103514574,0.124073766,0.113120899
0.036,0.10473834,0.125409648,0.114372663
0.037,0.105938889,0.126717791,0.115599029
0.038,0.107117206,0.12799938,0.11680112
0.039,0.108274341,0.129255712,0.117980085
0.04,0.109411217,0.130487844,0.119136915
0.041,0.110894307,0.13214983,0.120686144
0.042,0.11231856,0.133788973,0.122214682
0.043,0.113724642,0.135406196,0.123723365
0.044,0.115113094,0.137002081,0.125212699
0.045,0.116484627,0.138577566,0.126683563
0.046,0.117839746,0.140133277,0.128136441
0.047,0.11917907,0.141669914,0.129572064
0.048,0.120503068,0.143188059,0.130990878
0.049,0.12181215,0.144688308,0.132393435
0.05,0.123106845,0.146171197,0.133780196
0.051,0.124778494,0.148114026,0.135581329
0.052,0.126439452,0.150043771,0.137370676
0.053,0.128089949,0.151960731,0.139148489
0.054,0.129730389,0.153865367,0.14091523
0.055,0.131360888,0.155757889,0.142671078
0.056,0.132981762,0.157638669,0.144416317
0.057,0.134593159,0.159507856,0.146151185
0.058,0.136195377,0.161365807,0.14787589
0.059,0.137788475,0.163212672,0.149590611
0.06,0.139372885,0.165048912,0.151295796
0.061,0.140948638,0.166874528,0.152991399
0.062,0.142515972,0.168689921,0.154677808
0.063,0.144075066,0.170495242,0.156355113
0.064,0.145625979,0.172290668,0.158023492
0.065,0.147169039,0.174076378,0.159683183
0.066,0.14870438,0.175852746,0.16133441
0.067,0.150232047,0.177619785,0.162977204
0.068,0.151752263,0.17937775,0.164611831
0.069,0.153265238,0.181126818,0.166238502
0.07,0.15477097,0.182867125,0.1678572
0.071,0.15626967,0.184598848,0.169468179
0.072,0.157761499,0.186322197,0.171071604
0.073,0.159246579,0.188037321,0.172667608
0.074,0.160724908,0.189744249,0.17425625
0.075,0.162196711,0.191443235,0.175837696
0.076,0.163651586,0.19313778,0.177406669
0.077,0.165100113,0.194824994,0.178968832
0.078,0.166542441,0.19650501,0.18052429
0.079,0.16797857,0.198177859,0.182073116
0.08,0.169408754,0.199843824,0.183615521
0.081,0.170833007,0.20150286,0.185151532
0.082,0.172251463,0.203155249,0.18668133
0.083,0.173664182,0.204801008,0.188205004
0.084,0.17507118,0.206440151,0.189722478
0.085,0.176472738,0.208072931,0.191234082
0.086,0.177868709,0.209699333,0.192739695
0.087,0.179259434,0.211319521,0.194239631
0.088,0.180644751,0.212933615,0.195733801
0.089,0.182024926,0.214541659,0.197222427
0.09,0.183399856,0.216143698,0.19870539
0.091,0.18476969,0.217739865,0.200182974
0.092,0.186134607,0.219330311,0.201655209
0.093,0.187494546,0.220915109,0.203122079
0.094,0.188849628,0.22249417,0.204583764
0.095,0.190199926,0.224067688,0.206040218
0.096,0.191545457,0.225635797,0.207491666
0.097,0.192886308,0.227198496,0.208938047
0.098,0.194222584,0.228755847,0.210379481
0.099,0.195554361,0.230308041,0.211816102
0.1,0.196881562,0.231855005,0.213247806
0.101,0.197404727,0.232509226,0.21383141
0.102,0.197922856,0.233157769,0.214409664
0.103,0.198436037,0.233800888,0.214982674
0.104,0.198944286,0.234438449,0.215550438
0.105,0.199447751,0.235070556,0.216113061
0.106,0.199946597,0.235697538,0.216670781
0.107,0.20044063,0.236319125,0.217223331
0.108,0.200930074,0.236935481,0.217771068
0.109,0.201407686,0.237546816,0.218313918
0.11,0.201827571,0.238153264,0.218852088
0.111,0.202242762,0.238754511,0.219385549
0.112,0.202653497,0.239351079,0.219914421
0.113,0.203059778,0.23994267,0.220438644
0.114,0.203461602,0.240529478,0.220958337
0.115,0.203859255,0.24111177,0.221473649
0.116,0.204252541,0.24168928,0.221984535
0.117,0.204641789,0.242262393,0.22249122
0.118,0.205026865,0.242830843,0.222993553
0.119,0.205407888,0.243394941,0.223491728
0.12,0.205784872,0.243954495,0.223985732
0.121,0.206157938,0.244509861,0.224475592
0.122,0.206527114,0.245060772,0.224961385
0.123,0.20689249,0.245607615,0.225443304
0.124,0.207253948,0.246150091,0.22592108
0.125,0.207611784,0.2466885,0.226395085
0.126,0.20796597,0.2472229,0.226865232
0.127,0.20831652,0.247753218,0.227331623
0.128,0.208663478,0.248279497,0.227794185
0.129,0.209006831,0.248801842,0.228253007
0.13,0.209346816,0.249320358,0.228708267
0.131,0.209683314,0.249835014,0.229159892
0.132,0.210016474,0.250345886,0.229607925
0.133,0.210346177,0.250852913,0.230052307
0.134,0.210672662,0.251356214,0.230493352
0.135,0.210995913,0.25185591,0.230930969
0.136,0.211315885,0.252351969,0.231365025
0.137,0.211632669,0.252844363,0.231795743
0.138,0.211946368,0.253333241,0.232223168
0.139,0.212256879,0.253818601,0.23264727
0.14,0.212564424,0.254300505,0.233068123
0.141,0.212868884,0.254778862,0.233485714
0.142,0.21317032,0.255253792,0.233900085
0.143,0.213468924,0.255725533,0.234311387
0.144,0.213764504,0.256193787,0.234719485
0.145,0.214057252,0.256658733,0.235124558
0.146,0.214347109,0.25712043,0.235526532
0.147,0.21463421,0.257578999,0.235925511
0.148,0.214918494,0.258034199,0.236321449
0.149,0.215200007,0.258486271,0.236714438
0.15,0.215478912,0.258935332,0.237104565
0.151,0.214914873,0.258446366,0.236605197
0.152,0.21435377,0.257959634,0.236108243
0.153,0.213795483,0.25747478,0.235613421
0.154,0.213240176,0.256992221,0.235120997
0.155,0.212687582,0.256511599,0.234630808
0.156,0.212137714,0.256032944,0.234142736
0.157,0.211590677,0.255556405,0.233656913
0.158,0.211046353,0.255081773,0.233173281
0.159,0.21050474,0.254609048,0.232691735
0.16,0.209965765,0.25413838,0.23221235
0.161,0.209429413,0.25366953,0.231734976
0.162,0.208895624,0.253202438,0.231259629
0.163,0.208364576,0.252737373,0.230786473
0.164,0.207835913,0.252274066,0.230315208
0.165,0.207309827,0.251812518,0.229845896
0.166,0.206786245,0.251352757,0.229378596
0.167,0.206265226,0.250894845,0.228913292
0.168,0.205746427,0.250438482,0.228449732
0.169,0.205230266,0.249984026,0.227988303
0.17,0.204716429,0.249531195,0.227528587
0.171,0.204204902,0.249080032,0.227070719
